OBJECTID,IS_DRILL,STREET,REASON,TYPE,SOURCE,RoadClosureDate,RoadClosureEnd,INCIDENT_DATE,YEAR,RoadClosureHours,CommuteHours,TideDate,MinsUntilTide,FloodRisk,NearestHighLowTide,MaxTide,TideType,Closest6MinTideHeight,MoonPhase,MoonPhaseDesc,DailyPrecipitation_Downtown,DailyPrecipitationCat_Downtown,Fastest2minWindDir_Dwntwn,Fastest2minWindSpeed_Dwntwn,Fastest2minWindDirDesc_Dwntwn,FloodReason_6MIN,FloodReason_Day,EventName,Shape__Length
1149,,GADSDEN ST,FLOOD,CLOSED,Charleston PD,2021/07/08 04:25:30+00,2021/07/08 10:00:00+00,2021/07/08,2021,6,Non-Commute,2021/07/08 06:30:00+00,125,None,5.316,5.674,High,4.089,0.94,Other Moon,2.2,">2"" and <3""",170,29.1,S,Low Tide / No Rain,Non-High Tide / Rain,Elsa,153.60423981232
1150,,WINDERMERE BLVD,FLOOD,CLOSED,Charleston PD,2021/07/08 05:39:48+00,2021/07/08 08:11:00+00,2021/07/08,2021,3,Non-Commute,2021/07/08 06:30:00+00,51,None,5.316,5.674,High,5.044,0.94,Other Moon,2.2,">2"" and <3""",170,29.1,S,Low Tide / No Rain,Non-High Tide / Rain,Elsa,503.122260900155
1151,,WINDERMERE BLVD,FLOOD,CLOSED,Charleston PD,2021/07/08 05:39:48+00,2021/07/08 08:11:00+00,2021/07/08,2021,3,Non-Commute,2021/07/08 06:30:00+00,51,None,5.316,5.674,High,5.044,0.94,Other Moon,2.2,">2"" and <3""",170,29.1,S,Low Tide / No Rain,Non-High Tide / Rain,Elsa,503.122260900155
1152,,WILLIAM ACKERMAN LN,FLOOD,WARNING,Charleston PD,2021/07/08 08:12:54+00,2021/07/08 10:00:00+00,2021/07/08,2021,2,Morning Commute,2021/07/08 06:30:00+00,-102,None,5.316,5.674,High,4.719,0.94,Other Moon,2.2,">2"" and <3""",170,29.1,S,Low Tide / No Rain,Non-High Tide / Rain,Elsa,391.323509394387
1153,,WILLIAM ACKERMAN LN,FLOOD,WARNING,Charleston PD,2021/07/08 08:12:54+00,2021/07/08 10:00:00+00,2021/07/08,2021,2,Morning Commute,2021/07/08 06:30:00+00,-102,None,5.316,5.674,High,4.719,0.94,Other Moon,2.2,">2"" and <3""",170,29.1,S,Low Tide / No Rain,Non-High Tide / Rain,Elsa,391.323509394387
1154,,I526 ,FLOOD,WARNING,Charleston PD,2021/07/22 16:30:06+00,2021/07/22 21:00:00+00,2021/07/22,2021,5,Non-Commute,2021/07/22 19:42:00+00,192,None,6.957,6.957,High,4.299,0.42,Other Moon,0.41,"<1""",130,11,SE,Low Tide / No Rain,High Tide / No Rain,,999.203793759296
1155,,HENRY TECKLENBURG DR,FLOOD,WARNING,Charleston PD,2021/07/22 17:00:16+00,2021/07/22 20:00:00+00,2021/07/22,2021,3,Non-Commute,2021/07/22 19:42:00+00,162,None,6.957,6.957,High,5.097,0.42,Other Moon,0.41,"<1""",130,11,SE,Low Tide / No Rain,High Tide / No Rain,,1787.47966978048
1156,,OGIER ST,FLOOD,CLOSED,Charleston PD,2021/08/17 09:15:00+00,2021/08/17 10:00:00+00,2021/08/17,2021,1,Morning Commute,2021/08/17 09:54:00+00,39,None,0.608,6.662,Low,0.825,0.3,Other Moon,1.4,">1"" and <2""",160,33.1,SE,Non-High Tide / Rain,High Tide / Rain,,232.729344585782
1157,,KING ST,FLOOD,CLOSED,Charleston PD,2021/08/17 09:15:00+00,2021/08/17 10:29:16+00,2021/08/17,2021,1,Morning Commute,2021/08/17 09:54:00+00,39,None,0.608,6.662,Low,0.825,0.3,Other Moon,1.4,">1"" and <2""",160,33.1,SE,Non-High Tide / Rain,High Tide / Rain,,772.519339183036
1158,No,KING ST,FLOOD,CLOSED,Charleston GIS,2021/08/17 09:18:04+00,2021/08/17 09:18:00+00,2021/08/17,2021,0,Morning Commute,2021/08/17 09:54:00+00,36,None,0.608,6.662,Low,0.736,0.3,Other Moon,1.4,">1"" and <2""",160,33.1,SE,Non-High Tide / Rain,High Tide / Rain,,91.4085658094588
1159,No,N MARKET ST,FLOOD,CLOSED,Charleston GIS,2021/08/17 09:18:24+00,2021/08/17 09:18:00+00,2021/08/17,2021,0,Morning Commute,2021/08/17 09:54:00+00,36,None,0.608,6.662,Low,0.736,0.3,Other Moon,1.4,">1"" and <2""",160,33.1,SE,Non-High Tide / Rain,High Tide / Rain,,471.217775646756
1160,,ASHLEY AVE,FLOOD,CLOSED,Charleston PD,2021/08/17 09:20:00+00,2021/08/17 10:40:49+00,2021/08/17,2021,1,Morning Commute,2021/08/17 09:54:00+00,34,None,0.608,6.662,Low,0.736,0.3,Other Moon,1.4,">1"" and <2""",160,33.1,SE,Non-High Tide / Rain,High Tide / Rain,,426.194280451301
1161,,S MARKET,FLOOD,CLOSED,Charleston PD,2021/08/17 09:25:00+00,2021/08/17 09:40:00+00,2021/08/17,2021,0,Morning Commute,2021/08/17 09:54:00+00,29,None,0.608,6.662,Low,0.664,0.3,Other Moon,1.4,">1"" and <2""",160,33.1,SE,Non-High Tide / Rain,High Tide / Rain,,126.355933359054
1162,,ASHLEY AVE,FLOOD,CLOSED,Charleston PD,2021/08/17 09:25:00+00,2021/08/17 10:50:00+00,2021/08/17,2021,1,Morning Commute,2021/08/17 09:54:00+00,29,None,0.608,6.662,Low,0.664,0.3,Other Moon,1.4,">1"" and <2""",160,33.1,SE,Non-High Tide / Rain,High Tide / Rain,,91.2917306648333
1163,,SHEPPARD ST,FLOOD,CLOSED,Charleston PD,2021/08/17 09:29:32+00,2021/08/17 10:42:32+00,2021/08/17,2021,1,Morning Commute,2021/08/17 09:54:00+00,25,None,0.608,6.662,Low,0.605,0.3,Other Moon,1.4,">1"" and <2""",160,33.1,SE,Non-High Tide / Rain,High Tide / Rain,,164.971653459255
1164,,FISHBURNE ST,FLOOD,CLOSED,Charleston PD,2021/08/17 09:33:29+00,2021/08/17 10:40:57+00,2021/08/17,2021,1,Morning Commute,2021/08/17 09:54:00+00,21,None,0.608,6.662,Low,0.605,0.3,Other Moon,1.4,">1"" and <2""",160,33.1,SE,Non-High Tide / Rain,High Tide / Rain,,277.410153262046
1165,No,KING ST,FLOOD,CLOSED,Charleston GIS,2021/08/17 09:39:44+00,2021/08/17 09:31:00+00,2021/08/17,2021,0,Morning Commute,2021/08/17 09:54:00+00,15,None,0.608,6.662,Low,0.595,0.3,Other Moon,1.4,">1"" and <2""",160,33.1,SE,Non-High Tide / Rain,High Tide / Rain,,91.4085658094588
1166,No,KING ST,FLOOD,CLOSED,Charleston GIS,2021/08/17 09:39:44+00,2021/08/17 09:31:00+00,2021/08/17,2021,0,Morning Commute,2021/08/17 09:54:00+00,15,None,0.608,6.662,Low,0.595,0.3,Other Moon,1.4,">1"" and <2""",160,33.1,SE,Non-High Tide / Rain,High Tide / Rain,,91.4085658094588
1167,No,KING ST,FLOOD,CLOSED,Charleston GIS,2021/08/17 09:39:44+00,2021/08/17 09:31:00+00,2021/08/17,2021,0,Morning Commute,2021/08/17 09:54:00+00,15,None,0.608,6.662,Low,0.595,0.3,Other Moon,1.4,">1"" and <2""",160,33.1,SE,Non-High Tide / Rain,High Tide / Rain,,91.4085658094588
1168,No,BENNETT ST,FLOOD,CLOSED - PARTIAL,Charleston GIS,2021/08/17 09:50:52+00,2021/08/17 09:50:00+00,2021/08/17,2021,0,Morning Commute,2021/08/17 09:54:00+00,4,None,0.608,6.662,Low,0.599,0.3,Other Moon,1.4,">1"" and <2""",160,33.1,SE,Non-High Tide / Rain,High Tide / Rain,,441.982568278116
1169,No,KING ST,FLOOD,CLOSED,Charleston GIS,2021/08/17 09:55:27+00,2021/08/17 09:00:00+00,2021/08/17,2021,0,Morning Commute,2021/08/17 09:54:00+00,-1,None,0.608,6.662,Low,0.612,0.3,Other Moon,1.4,">1"" and <2""",160,33.1,SE,Non-High Tide / Rain,High Tide / Rain,,91.4085658094588
1170,No,KING ST,FLOOD,CLOSED,Charleston GIS,2021/08/17 09:55:55+00,2021/08/17 09:00:00+00,2021/08/17,2021,0,Morning Commute,2021/08/17 09:54:00+00,-1,None,0.608,6.662,Low,0.612,0.3,Other Moon,1.4,">1"" and <2""",160,33.1,SE,Non-High Tide / Rain,High Tide / Rain,,91.4085658094588
1171,No,KING ST,FLOOD,CLOSED,Charleston GIS,2021/08/17 09:59:42+00,2021/08/17 09:00:00+00,2021/08/17,2021,0,Morning Commute,2021/08/17 09:54:00+00,-5,None,0.608,6.662,Low,0.644,0.3,Other Moon,1.4,">1"" and <2""",160,33.1,SE,Non-High Tide / Rain,High Tide / Rain,,91.4085658094588
1172,No,KING ST,FLOOD,CLOSED - PARTIAL,Charleston GIS,2021/08/17 10:03:20+00,2021/08/17 09:00:00+00,2021/08/17,2021,-1,Morning Commute,2021/08/17 09:54:00+00,-9,None,0.608,6.662,Low,0.644,0.3,Other Moon,1.4,">1"" and <2""",160,33.1,SE,Non-High Tide / Rain,High Tide / Rain,,91.4085658094588
1173,,WASHINGTON ST,FLOOD,CLOSED,Charleston PD,2021/09/09 09:30:00+00,2021/09/09 14:04:18+00,2021/09/09,2021,5,Non-Commute,2021/09/09 10:54:00+00,84,Minor,7.154,7.154,High,6.478,0.07,Other Moon,1.94,">1"" and <2""",20,18.1,NE,High Tide / Rain,High Tide / Rain,,343.894388897034
1174,,WASHINGTON ST,FLOOD,CLOSED,Charleston PD,2021/09/09 09:30:00+00,2021/09/09 14:04:18+00,2021/09/09,2021,5,Non-Commute,2021/09/09 10:54:00+00,84,Minor,7.154,7.154,High,6.478,0.07,Other Moon,1.94,">1"" and <2""",20,18.1,NE,High Tide / Rain,High Tide / Rain,,343.894388897034
1175,,CANNON PARK,FLOOD,WARNING,Charleston PD,2021/09/09 09:30:00+00,2021/09/09 16:00:00+00,2021/09/09,2021,7,Non-Commute,2021/09/09 10:54:00+00,84,Minor,7.154,7.154,High,6.478,0.07,Other Moon,1.94,">1"" and <2""",20,18.1,NE,High Tide / Rain,High Tide / Rain,,511.403318965756
1176,,CANNON PARK,FLOOD,WARNING,Charleston PD,2021/09/09 09:30:00+00,2021/09/09 16:00:00+00,2021/09/09,2021,7,Non-Commute,2021/09/09 10:54:00+00,84,Minor,7.154,7.154,High,6.478,0.07,Other Moon,1.94,">1"" and <2""",20,18.1,NE,High Tide / Rain,High Tide / Rain,,511.403318965756
1177,,BEAUFAIN ST,FLOOD,WARNING,Charleston PD,2021/09/09 10:40:31+00,2021/09/09 16:00:00+00,2021/09/09,2021,6,Non-Commute,2021/09/09 10:54:00+00,14,Minor,7.154,7.154,High,7.062,0.07,Other Moon,1.94,">1"" and <2""",20,18.1,NE,High Tide / Rain,High Tide / Rain,,360.743508978229
1178,,BEAUFAIN ST,FLOOD,WARNING,Charleston PD,2021/09/09 10:40:31+00,2021/09/09 16:00:00+00,2021/09/09,2021,6,Non-Commute,2021/09/09 10:54:00+00,14,Minor,7.154,7.154,High,7.062,0.07,Other Moon,1.94,">1"" and <2""",20,18.1,NE,High Tide / Rain,High Tide / Rain,,360.743508978229
1179,,BEAUFAIN ST,FLOOD,CLOSED,Charleston PD,2021/09/09 10:41:46+00,2021/09/09 14:05:10+00,2021/09/09,2021,4,Non-Commute,2021/09/09 10:54:00+00,13,Minor,7.154,7.154,High,7.062,0.07,Other Moon,1.94,">1"" and <2""",20,18.1,NE,High Tide / Rain,High Tide / Rain,,357.590138083796
1180,,BEAUFAIN ST,FLOOD,CLOSED,Charleston PD,2021/09/09 10:41:46+00,2021/09/09 14:05:10+00,2021/09/09,2021,4,Non-Commute,2021/09/09 10:54:00+00,13,Minor,7.154,7.154,High,7.062,0.07,Other Moon,1.94,">1"" and <2""",20,18.1,NE,High Tide / Rain,High Tide / Rain,,357.590138083796
1181,,AMERICA ST,FLOOD,CLOSED - PARTIAL,Charleston PD,2021/09/09 10:42:45+00,2021/09/09 14:03:45+00,2021/09/09,2021,4,Non-Commute,2021/09/09 10:54:00+00,12,Minor,7.154,7.154,High,7.062,0.07,Other Moon,1.94,">1"" and <2""",20,18.1,NE,High Tide / Rain,High Tide / Rain,,641.182406687607
1182,,AMERICA ST,FLOOD,CLOSED - PARTIAL,Charleston PD,2021/09/09 10:42:45+00,2021/09/09 14:03:45+00,2021/09/09,2021,4,Non-Commute,2021/09/09 10:54:00+00,12,Minor,7.154,7.154,High,7.062,0.07,Other Moon,1.94,">1"" and <2""",20,18.1,NE,High Tide / Rain,High Tide / Rain,,641.182406687607
1183,,MORRISON DR,FLOOD,CLOSED - PARTIAL,Charleston PD,2021/09/09 10:44:02+00,2021/09/09 14:03:58+00,2021/09/09,2021,4,Non-Commute,2021/09/09 10:54:00+00,10,Minor,7.154,7.154,High,7.062,0.07,Other Moon,1.94,">1"" and <2""",20,18.1,NE,High Tide / Rain,High Tide / Rain,,416.563095735938
1184,,MORRISON DR,FLOOD,CLOSED - PARTIAL,Charleston PD,2021/09/09 10:44:02+00,2021/09/09 14:03:58+00,2021/09/09,2021,4,Non-Commute,2021/09/09 10:54:00+00,10,Minor,7.154,7.154,High,7.062,0.07,Other Moon,1.94,">1"" and <2""",20,18.1,NE,High Tide / Rain,High Tide / Rain,,416.563095735938
1185,,FISHBURNE ST,FLOOD,WARNING,Charleston PD,2021/09/09 10:45:49+00,2021/09/09 16:00:00+00,2021/09/09,2021,6,Non-Commute,2021/09/09 10:54:00+00,9,Minor,7.154,7.154,High,7.062,0.07,Other Moon,1.94,">1"" and <2""",20,18.1,NE,High Tide / Rain,High Tide / Rain,,2116.65114676253
1186,,FISHBURNE ST,FLOOD,WARNING,Charleston PD,2021/09/09 10:45:49+00,2021/09/09 16:00:00+00,2021/09/09,2021,6,Non-Commute,2021/09/09 10:54:00+00,9,Minor,7.154,7.154,High,7.062,0.07,Other Moon,1.94,">1"" and <2""",20,18.1,NE,High Tide / Rain,High Tide / Rain,,2116.65114676253
1187,,FISHBURNE ST,FLOOD,CLOSED - PARTIAL,Charleston PD,2021/09/09 10:46:41+00,2021/09/09 13:58:42+00,2021/09/09,2021,3,Non-Commute,2021/09/09 10:54:00+00,8,Minor,7.154,7.154,High,7.193,0.07,Other Moon,1.94,">1"" and <2""",20,18.1,NE,High Tide / Rain,High Tide / Rain,,465.497881505758
1188,,FISHBURNE ST,FLOOD,CLOSED - PARTIAL,Charleston PD,2021/09/09 10:46:41+00,2021/09/09 13:58:42+00,2021/09/09,2021,3,Non-Commute,2021/09/09 10:54:00+00,8,Minor,7.154,7.154,High,7.193,0.07,Other Moon,1.94,">1"" and <2""",20,18.1,NE,High Tide / Rain,High Tide / Rain,,465.497881505758
1189,,PERRY ST,FLOOD,CLOSED,Charleston PD,2021/09/09 11:00:08+00,2021/09/09 13:57:59+00,2021/09/09,2021,2,Non-Commute,2021/09/09 10:54:00+00,-6,Minor,7.154,7.154,High,7.229,0.07,Other Moon,1.94,">1"" and <2""",20,18.1,NE,High Tide / Rain,High Tide / Rain,,121.62391028239
1190,,PERRY ST,FLOOD,CLOSED,Charleston PD,2021/09/09 11:00:08+00,2021/09/09 13:57:59+00,2021/09/09,2021,2,Non-Commute,2021/09/09 10:54:00+00,-6,Minor,7.154,7.154,High,7.229,0.07,Other Moon,1.94,">1"" and <2""",20,18.1,NE,High Tide / Rain,High Tide / Rain,,121.62391028239
1191,,BOGARD ST,FLOOD,CLOSED - PARTIAL,Charleston PD,2021/09/09 11:06:20+00,2021/09/09 14:01:57+00,2021/09/09,2021,3,Non-Commute,2021/09/09 10:54:00+00,-12,Minor,7.154,7.154,High,7.081,0.07,Other Moon,1.94,">1"" and <2""",20,18.1,NE,High Tide / Rain,High Tide / Rain,,86.32068251107
1192,,BOGARD ST,FLOOD,CLOSED - PARTIAL,Charleston PD,2021/09/09 11:06:20+00,2021/09/09 14:01:57+00,2021/09/09,2021,3,Non-Commute,2021/09/09 10:54:00+00,-12,Minor,7.154,7.154,High,7.081,0.07,Other Moon,1.94,">1"" and <2""",20,18.1,NE,High Tide / Rain,High Tide / Rain,,86.32068251107
1193,,GADSDEN ST,FLOOD,WARNING,Charleston PD,2021/09/09 11:09:26+00,2021/09/09 16:00:00+00,2021/09/09,2021,5,Non-Commute,2021/09/09 10:54:00+00,-15,Minor,7.154,7.154,High,7.081,0.07,Other Moon,1.94,">1"" and <2""",20,18.1,NE,High Tide / Rain,High Tide / Rain,,452.856546201897
1194,,GADSDEN ST,FLOOD,WARNING,Charleston PD,2021/09/09 11:09:26+00,2021/09/09 16:00:00+00,2021/09/09,2021,5,Non-Commute,2021/09/09 10:54:00+00,-15,Minor,7.154,7.154,High,7.081,0.07,Other Moon,1.94,">1"" and <2""",20,18.1,NE,High Tide / Rain,High Tide / Rain,,452.856546201897
1195,,PITT ST,FLOOD,WARNING,Charleston PD,2021/09/09 11:10:25+00,2021/09/09 16:00:00+00,2021/09/09,2021,5,Non-Commute,2021/09/09 10:54:00+00,-16,Minor,7.154,7.154,High,6.954,0.07,Other Moon,1.94,">1"" and <2""",20,18.1,NE,High Tide / Rain,High Tide / Rain,,141.440844567548
1196,,PITT ST,FLOOD,WARNING,Charleston PD,2021/09/09 11:10:25+00,2021/09/09 16:00:00+00,2021/09/09,2021,5,Non-Commute,2021/09/09 10:54:00+00,-16,Minor,7.154,7.154,High,6.954,0.07,Other Moon,1.94,">1"" and <2""",20,18.1,NE,High Tide / Rain,High Tide / Rain,,141.440844567548
1197,,ASHLEY AVE,FLOOD,CLOSED,Charleston PD,2021/09/09 11:18:17+00,2021/09/09 13:58:58+00,2021/09/09,2021,2,Non-Commute,2021/09/09 10:54:00+00,-24,Minor,7.154,7.154,High,6.845,0.07,Other Moon,1.94,">1"" and <2""",20,18.1,NE,High Tide / Rain,High Tide / Rain,,287.316901110638
1198,,ASHLEY AVE,FLOOD,CLOSED,Charleston PD,2021/09/09 11:18:17+00,2021/09/09 13:58:58+00,2021/09/09,2021,2,Non-Commute,2021/09/09 10:54:00+00,-24,Minor,7.154,7.154,High,6.845,0.07,Other Moon,1.94,">1"" and <2""",20,18.1,NE,High Tide / Rain,High Tide / Rain,,287.316901110638
1199,,RUTLEDGE AVE,FLOOD,WARNING,Charleston PD,2021/09/09 11:21:53+00,2021/09/09 16:00:00+00,2021/09/09,2021,5,Non-Commute,2021/09/09 10:54:00+00,-27,Minor,7.154,7.154,High,6.845,0.07,Other Moon,1.94,">1"" and <2""",20,18.1,NE,High Tide / Rain,High Tide / Rain,,363.379082798504
1200,,RUTLEDGE AVE,FLOOD,WARNING,Charleston PD,2021/09/09 11:21:53+00,2021/09/09 16:00:00+00,2021/09/09,2021,5,Non-Commute,2021/09/09 10:54:00+00,-27,Minor,7.154,7.154,High,6.845,0.07,Other Moon,1.94,">1"" and <2""",20,18.1,NE,High Tide / Rain,High Tide / Rain,,363.379082798504
1201,No,FISHBURNE ST,FLOOD,CLOSED,Charleston GIS,2021/09/19 21:57:47+00,2021/09/19 23:45:00+00,2021/09/19,2021,2,Non-Commute,2021/09/19 20:06:00+00,-111,Moderate,7.534,7.534,High,6.278,0.43,Other Moon,0.08,"<1""",90,17,E,High Tide / No Rain,High Tide / No Rain,,232.771561162676
1202,No,SAINT ANDREWS BLVD RAMP,FLOOD,CLOSED,CPD,2021/11/04 08:10:07+00,2021/11/04 10:25:30+00,2021/11/04,2021,2,Morning Commute,2021/11/04 08:30:00+00,20,Moderate,7.849,7.849,High,7.816,0.97,Other Moon,0,None,20,19,NE,High Tide / No Rain,High Tide / No Rain,,709.33506438949
1203,,WASHINGTON ST,FLOOD,CLOSED,Charleston PD,2021/11/04 08:15:00+00,2021/11/04 10:36:21+00,2021/11/04,2021,2,Morning Commute,2021/11/04 08:30:00+00,15,Moderate,7.849,7.849,High,7.816,0.97,Other Moon,0,None,20,19,NE,High Tide / No Rain,High Tide / No Rain,,360.538131589941
1204,,BARRE ST,FLOOD,CLOSED,Charleston PD,2021/11/04 08:35:00+00,2021/11/04 10:37:24+00,2021/11/04,2021,2,Morning Commute,2021/11/04 08:30:00+00,-5,Moderate,7.849,7.849,High,7.839,0.97,Other Moon,0,None,20,19,NE,High Tide / No Rain,High Tide / No Rain,,1032.02485957994
1205,No,WASHINGTON ST ,FLOOD,CLOSED,CPD,2021/11/04 08:35:07+00,2021/11/04 09:13:16+00,2021/11/04,2021,1,Morning Commute,2021/11/04 08:30:00+00,-5,Moderate,7.849,7.849,High,7.839,0.97,Other Moon,0,None,20,19,NE,High Tide / No Rain,High Tide / No Rain,,454.046855301874
1206,,S MARKET ST,FLOOD,CLOSED,Charleston PD,2021/11/04 08:47:24+00,0202/11/05 08:24:36+00,2021/11/04,2021,-15945024,Morning Commute,2021/11/04 08:30:00+00,-17,Moderate,7.849,7.849,High,7.79,0.97,Other Moon,0,None,20,19,NE,High Tide / No Rain,High Tide / No Rain,,126.731240286093
1207,,LOCKWOOD DR,FLOOD,WARNING,Charleston PD,2021/11/04 08:51:30+00,2021/11/04 09:52:00+00,2021/11/04,2021,1,Morning Commute,2021/11/04 08:30:00+00,-21,Moderate,7.849,7.849,High,7.79,0.97,Other Moon,0,None,20,19,NE,High Tide / No Rain,High Tide / No Rain,,171.411784964334
1208,No,FISHBURNE ST,FLOOD,CLOSED,Charleston GIS,2021/11/04 08:56:32+00,2021/11/04 11:00:49+00,2021/11/04,2021,3,Morning Commute,2021/11/04 08:30:00+00,-26,Moderate,7.849,7.849,High,7.751,0.97,Other Moon,0,None,20,19,NE,High Tide / No Rain,High Tide / No Rain,,232.771561162676
1209,No,HAGOOD AVE,FLOOD,CLOSED,Charleston GIS,2021/11/04 08:56:44+00,2021/11/04 10:59:41+00,2021/11/04,2021,2,Morning Commute,2021/11/04 08:30:00+00,-26,Moderate,7.849,7.849,High,7.751,0.97,Other Moon,0,None,20,19,NE,High Tide / No Rain,High Tide / No Rain,,805.865669297131
1210,,CALHOUN ST,FLOOD,CLOSED - PARTIAL,Charleston PD,2021/11/04 09:10:37+00,2021/11/04 10:02:04+00,2021/11/04,2021,1,Morning Commute,2021/11/04 08:30:00+00,-40,Moderate,7.849,7.849,High,7.567,0.97,Other Moon,0,None,20,19,NE,High Tide / No Rain,High Tide / No Rain,,401.631779351914
1211,No,HAGOOD AVE,FLOOD,WARNING,CPD,2021/11/05 02:30:04+00,2021/11/05 11:22:26+00,2021/11/05,2021,9,Non-Commute,2021/11/05 02:42:00+00,12,None,0.704,7.987,Low,0.707,0.01,New Moon,0.08,"<1""",20,23,NE,Low Tide / No Rain,High Tide / No Rain,,805.865669297131
1212,No,FISHBURNE ST,FLOOD,WARNING,CPD,2021/11/05 02:30:04+00,2021/11/05 11:22:56+00,2021/11/05,2021,9,Non-Commute,2021/11/05 02:42:00+00,12,None,0.704,7.987,Low,0.707,0.01,New Moon,0.08,"<1""",20,23,NE,Low Tide / No Rain,High Tide / No Rain,,232.771561162676
1213,No,LOCKWOOD DR,FLOOD,CLOSED,CPD,2021/11/05 02:30:04+00,2021/11/05 11:20:00+00,2021/11/05,2021,9,Non-Commute,2021/11/05 02:42:00+00,12,None,0.704,7.987,Low,0.707,0.01,New Moon,0.08,"<1""",20,23,NE,Low Tide / No Rain,High Tide / No Rain,,518.518716803272
1214,No,LOCKWOOD DR,FLOOD,CLOSED,CPD,2021/11/06 09:25:00+00,2021/11/06 12:42:10+00,2021/11/06,2021,3,Non-Commute,2021/11/06 10:24:00+00,59,Major,8.417,8.417,High,8.036,0.04,New Moon,0.36,"<1""",360,27.1,N,High Tide / No Rain,High Tide / No Rain,,518.518716803272
1215,,LOCKWOOD DR,FLOOD,CLOSED - PARTIAL,Charleston PD,2021/11/06 09:30:11+00,2021/11/06 12:12:27+00,2021/11/06,2021,3,Non-Commute,2021/11/06 10:24:00+00,54,Major,8.417,8.417,High,8.085,0.04,New Moon,0.36,"<1""",360,27.1,N,High Tide / No Rain,High Tide / No Rain,,582.594844696664
1216,,S MARKET,FLOOD,CLOSED,Charleston PD,2021/11/06 09:32:27+00,2021/11/06 12:02:35+00,2021/11/06,2021,3,Non-Commute,2021/11/06 10:24:00+00,52,Major,8.417,8.417,High,8.085,0.04,New Moon,0.36,"<1""",360,27.1,N,High Tide / No Rain,High Tide / No Rain,,126.811643873073
1217,No,FISHBURNE ST,FLOOD,CLOSED,CPD,2021/11/06 09:34:00+00,2021/11/06 14:33:37+00,2021/11/06,2021,5,Non-Commute,2021/11/06 10:24:00+00,50,Major,8.417,8.417,High,8.125,0.04,New Moon,0.36,"<1""",360,27.1,N,High Tide / No Rain,High Tide / No Rain,,232.771561162676
1218,No,HAGOOD AVE,FLOOD,CLOSED,CPD,2021/11/06 09:34:00+00,2021/11/06 14:32:41+00,2021/11/06,2021,5,Non-Commute,2021/11/06 10:24:00+00,50,Major,8.417,8.417,High,8.125,0.04,New Moon,0.36,"<1""",360,27.1,N,High Tide / No Rain,High Tide / No Rain,,805.865669297131
1219,,WASHINGTON ST,FLOOD,CLOSED,Charleston PD,2021/11/06 09:35:00+00,2021/11/06 13:00:53+00,2021/11/06,2021,4,Non-Commute,2021/11/06 10:24:00+00,49,Major,8.417,8.417,High,8.125,0.04,New Moon,0.36,"<1""",360,27.1,N,High Tide / No Rain,High Tide / No Rain,,353.436850299367
1220,No,SAINT ANDREWS BLVD RAMP,FLOOD,CLOSED,CPD,2021/11/06 09:44:00+00,2021/11/06 12:33:47+00,2021/11/06,2021,3,Non-Commute,2021/11/06 10:24:00+00,40,Major,8.417,8.417,High,8.194,0.04,New Moon,0.36,"<1""",360,27.1,N,High Tide / No Rain,High Tide / No Rain,,709.33506438949
1221,,LOCKWOOD DR RAMP,FLOOD,CLOSED,Charleston PD,2021/11/06 09:51:01+00,2021/11/06 12:41:07+00,2021/11/06,2021,3,Non-Commute,2021/11/06 10:24:00+00,33,Major,8.417,8.417,High,8.23,0.04,New Moon,0.36,"<1""",360,27.1,N,High Tide / No Rain,High Tide / No Rain,,591.806928218571
1222,,N MARKET ST,FLOOD,CLOSED,Charleston PD,2021/11/06 09:56:30+00,2021/11/06 12:14:47+00,2021/11/06,2021,3,Non-Commute,2021/11/06 10:24:00+00,28,Major,8.417,8.417,High,8.263,0.04,New Moon,0.36,"<1""",360,27.1,N,High Tide / No Rain,High Tide / No Rain,,157.225665245868
1223,,BARRE ST,FLOOD,CLOSED,Charleston PD,2021/11/06 09:59:05+00,2021/11/06 15:00:56+00,2021/11/06,2021,6,Non-Commute,2021/11/06 10:24:00+00,25,Major,8.417,8.417,High,8.322,0.04,New Moon,0.36,"<1""",360,27.1,N,High Tide / No Rain,High Tide / No Rain,,1120.24864353869
1224,,SAVANNAH HWY,FLOOD,CLOSED - PARTIAL,Charleston PD,2021/11/06 10:06:49+00,2021/11/06 11:38:11+00,2021/11/06,2021,1,Non-Commute,2021/11/06 10:24:00+00,18,Major,8.417,8.417,High,8.364,0.04,New Moon,0.36,"<1""",360,27.1,N,High Tide / No Rain,High Tide / No Rain,,510.999530608212
1225,,LOCKWOOD DR RAMP,FLOOD,CLOSED - PARTIAL,Charleston PD,2021/11/06 10:08:54+00,2021/11/06 12:22:20+00,2021/11/06,2021,2,Non-Commute,2021/11/06 10:24:00+00,16,Major,8.417,8.417,High,8.364,0.04,New Moon,0.36,"<1""",360,27.1,N,High Tide / No Rain,High Tide / No Rain,,449.734140793516
1226,,CHERRY ST,FLOOD,CLOSED,Charleston PD,2021/11/06 10:12:18+00,2021/11/06 14:34:18+00,2021/11/06,2021,4,Non-Commute,2021/11/06 10:24:00+00,12,Major,8.417,8.417,High,8.42,0.04,New Moon,0.36,"<1""",360,27.1,N,High Tide / No Rain,High Tide / No Rain,,134.294626886067
